X,Y,ANC_ID,OBJECTID
-77.0008091277405,38.8764505004879,6D,934397
-77.002981014609,38.876179690787,6D,934398
-77.0064430806769,38.90249092214,6C,934400
-76.9872750923765,38.8671336333358,8A,934404
-77.0321639499708,38.9298769896966,1A,934405
-77.0319693974698,38.9306701617823,1A,934407
-77.0590581189578,38.9015317261839,2E,934410
-77.0503489865039,38.9053160168687,2A,934411
-77.0504455553519,38.9053181011821,2A,934412
-77.0501773323554,38.9059087952762,2A,934413
-77.0500512665804,38.9053744558657,2A,934414
-77.0500619942221,38.9052346146049,2A,934415
-77.0277780299336,38.9171712908095,1B,934416
-77.0027945891468,38.9012735419242,6C,934419
-77.0032505721817,38.9012777190052,6C,934420
-77.0277297501782,38.9629578283432,4B,934422
-77.0209791847586,38.9156034125794,1B,934423
-77.0085412209685,38.8319723684581,8D,934425
-76.9903169531783,38.8800219486062,6B,934426
-77.0401081420255,38.9217602452884,1C,934427
-76.9838702631391,38.8793235092684,6B,934428
-77.0263229292078,38.9273661318029,1A,934429
-77.0320228194593,38.9135947781122,2F,934430
-77.0411515249129,38.9059825072382,2B,934431
-77.0397031225948,38.9023902785418,2B,934432
-77.0417378205664,38.9182227525908,1C,934433
-77.0263913245728,38.9809445344822,4B,934434
-77.0126369559402,38.9156864354067,5E,934435
-77.0279255504605,38.9308465087479,1A,934436
-77.0213527967433,38.9343747005376,1A,934437
-77.0412988048733,38.9117878302911,2B,934438
-77.0424802816024,38.9217936026193,1C,934440
-77.0103892655473,38.8981622470135,6E,934441
-77.0265924004921,38.916976545267,1B,934442
-77.0341375482736,38.9306910604117,1A,934443
-77.0215794406366,38.9106160164513,6E,934445
-76.9895949647182,38.8840215931882,6B,934448
-77.0426368105891,38.9177776956846,1C,934449
-77.018497761915,38.8854613653959,6D,934451
-76.9914610871016,38.8858622294758,6B,934452
-76.9872929355683,38.9002417156992,6A,934453
-77.0233901039899,38.9008261845179,2C,934455
-77.0019968071301,38.9056156393227,6C,934456
-77.0599968974377,38.9033613858926,2E,934460
-77.0626791031035,38.9061666746689,2E,934461
-77.0670993915032,38.9143481397929,2E,934462
-77.0088712909833,38.9542924639507,5A,934464
-77.0209466059257,38.9141354379684,1B,934465
-77.0228965762254,38.900826192212,2C,934466
-77.0231755333049,38.9008094897533,2C,934467
-77.0230038718968,38.9007593921645,2C,934468
-77.0022757568468,38.9024626833778,6C,934469
-77.0019538939304,38.9038653621777,6C,934470
-77.0425035272973,38.9038164150449,2B,934471
-77.0428092969881,38.9038205913755,2B,934472
-77.0507540046945,38.9051898417813,2A,934475
-77.0515640342647,38.9064171453226,2A,934476
-77.0009103366161,38.8873974219812,6B,934478
-76.9779828123038,38.9369294493953,5B,934480
-77.0045791227599,38.9207585840649,5E,934482
-77.0279067754737,38.9658838103058,4A,934483
-77.0517744144943,38.9241192987965,3C,934484
-77.004128989832,38.9209777013504,5E,934485
-77.0161104160174,38.905888579425,6E,934487
-77.0036409922338,38.8762056342668,6D,934488
-77.0370356705104,38.9305377032651,1D,934489
-76.9938775834185,38.9006786381946,6A,934490
-76.9938278879707,38.9005098099179,6A,934491
-77.0093540268727,38.9101249776946,5E,934492
-76.9821885253841,38.9019811666847,5D,934494
-76.9821295078279,38.9020855284993,5D,934495
-77.0552954908884,38.8997952964129,2A,934496
-77.0280138650724,38.9172981529015,1B,934498
-76.9820673155517,38.9021607207351,5D,934500
-77.0022677725643,38.8971863606271,6C,934501
-77.0080556582562,38.9096654417009,5E,934505
-77.0280390310119,38.9304794109623,1A,934507
-77.0345034709726,38.9048537422709,2F,934509
-77.0308017931659,38.9331012231228,1A,934510
-77.0234096166988,38.9304931226973,1A,934511
-77.0058300273965,38.8772870575852,6D,934512
-77.0488771774028,38.9047969770174,2A,934513
-77.0324908246774,38.9027077545386,2F,934514
-77.0327023417647,38.9192560035113,1B,934515
-77.0334919770305,38.8973922686717,2C,934516
-77.0406260496407,38.9050328054465,2B,934517
-77.0446736532935,38.9191493989918,1C,934518
-77.0226089450566,38.9564374554005,4D,934519
-77.0328710289774,38.9024858534258,2F,934520
-76.9765416034136,38.8988300359952,6A,934524
-77.0058799910944,38.8766471976671,6D,934531
-77.026076160203,38.8958482518348,2C,934533
-77.0211154228735,38.9141326870625,1B,934538
-77.0461986346383,38.9106806989226,2B,934539
-77.0323860663346,38.9111680472132,2F,934540
-77.0322009911467,38.929896095133,1A,934541
-77.046887314279,38.902363509661,2A,934543
-77.0266756634662,38.8960715509944,2C,934559
-77.0325604341686,38.9156373239903,2B,934560
-77.0324611911337,38.9156415044467,2B,934561
-77.03238876855,38.9156456773873,2B,934562
-77.0322332056543,38.915641504505,2B,934563
-77.0321312837,38.915637325685,2B,934564
-76.9938239697949,38.9006263868898,6A,934566
-76.9938293372876,38.9006806625379,6A,934567
-76.9888028781279,38.8819668238953,6B,934568
-76.9893393204632,38.8821338625875,6B,934569
-76.9895109776616,38.8822173768813,6B,934570
-77.0216545721096,38.8802463444757,6D,934571
-77.0217404065953,38.8801962328603,6D,934572
-77.0216331101195,38.8805804156483,6D,934573
-77.0216760290106,38.8807307577397,6D,934574
-76.9938776113157,38.900622218842,6A,934575
-77.0656188056962,38.9477351327882,3F,934577
-77.0371444745165,38.9111454797241,2B,934583
-77.0371444716802,38.9111621721843,2B,934584
-77.0697815904671,38.9550441183566,3F,934585
-76.9938254987963,38.9005424110446,6A,934586
-77.0238421957745,38.9114047524525,6E,934588
-77.0236690065176,38.9030425716365,2F,934591
-76.9864039019013,38.900117002986,6A,934595
-77.0059709397909,38.9020934895312,6C,934596
-77.0089228683632,38.8976822314716,6C,934598
-77.0173206068635,38.8941125333616,6C,934599
-77.0320871761622,38.9186557328457,1B,934601
-77.0026311637201,38.9038040650429,6C,934606
-77.008930413138,38.8977267952718,6C,934607
-77.0320871845763,38.9184950422456,1B,934613
-77.0006329105294,38.9039000860133,6C,934614
-77.0089304183662,38.8977685490383,6C,934615
-77.0177977988081,38.8941070205675,6C,934622
-77.0325109739519,38.9125660080354,2F,934625
-77.0086655497273,38.8974418536385,6C,934626
-77.0366335182692,38.912169466146,2B,934630
-77.0389715688845,38.9146780636369,2B,934631
-77.0388401397249,38.9147135461981,2B,934632
-77.0388186891037,38.9147490191496,2B,934633
-77.0366266547483,38.9091774730748,2B,934634
-77.0366266606583,38.9091440791338,2B,934635
-77.0366266539655,38.9091085952604,2B,934636
-77.0328313301696,38.9377634577987,4C,934637
-77.0328179186931,38.9376695680744,4C,934638
-77.0328232879473,38.9375318747276,4C,934639
-77.0218235413033,38.9108450712902,6E,934640
-77.0089370314017,38.8996690067147,6C,934644
-77.0049500158265,38.8969001540259,6C,934647
-77.0390126406555,38.9146989312561,2B,934650
-77.0401785636094,38.9103557952449,2B,934652
-77.0328141875363,38.9376073217814,4C,934654
-77.0280060447801,38.9168519270126,1B,934656
-77.0280489548512,38.9166849742873,1B,934657
-77.0280704123494,38.9165347101308,1B,934658
-77.0224485002891,38.9111418948781,6E,934659
-77.0222339283578,38.9111460707389,6E,934660
-77.0220193526036,38.9111752893983,6E,934661
-77.0320213074237,38.9165701869315,1B,934662
-76.9908628103722,38.929622691694,5B,934663
-77.0449002193747,38.918690355737,1C,934664
-77.0127281788769,38.9738435442337,4B,934666
-77.0318255097584,38.9156582006096,1B,934667
-77.0282849876323,38.9411227676481,4C,934668
-76.9912705075019,38.9295726186217,5B,934669
-77.0103892899562,38.9565756642438,4B,934670
-77.0107111638395,38.9566090378387,4B,934671
-77.0109901049475,38.9566257222773,4B,934672
-77.0231566111379,38.956404630184,4D,934673
-77.0529173471591,38.9033711400416,2A,934678
-76.9924411632722,38.9192248698699,5C,934684
-77.0188436118917,38.9132347550671,6E,934687
-77.0188462901867,38.9132034506574,6E,934688
-77.0188650653646,38.9131742335839,6E,934689
-77.0240363686774,38.9075599149095,2F,934691
-77.0240363727433,38.9075035586812,2F,934692
-77.0221883217318,38.9455933749507,4C,934693
-76.9793764065212,38.933055710154,5B,934696
-76.9794327363303,38.9330557110706,5B,934697
-76.9909796423545,38.9332476620282,5B,934698
-77.0122173744737,38.9152081554589,5E,934699
-77.0318866729068,38.9103293456601,2F,934705
-77.022376083812,38.9456225800483,4C,934707
-77.0223277959027,38.9456225802739,4C,934708
-77.0222795201821,38.945624670399,4C,934709
-77.0222312444587,38.9456267605043,4C,934710
-77.0223760842175,38.945587123442,4C,934711
-77.0221829565438,38.9456267516617,4C,934712
-77.0223224322936,38.945587124692,4C,934713
-77.0222741559438,38.9455871248931,4C,934714
-77.0222285558455,38.9455871245654,4C,934715
-77.0298636265366,38.9344390016836,1A,934719
-76.9792858668238,38.9330605586296,5B,934721
-77.0422587694214,38.916949336647,1C,934722
-77.0426423344862,38.9169493414302,1C,934723
-77.0451499540395,38.8960745372224,2A,934724
-77.033130973502,38.8984104428985,2C,934726
-77.033069275972,38.8984104423642,2C,934727
-77.0091577157833,38.8955482215231,6C,934728
-77.0364276693008,38.9111968998243,2B,934729
-77.0364276654277,38.9112344646148,2B,934730
-77.1035311788928,38.9274408768318,3D,934731
-77.0091620768867,38.8954874237085,6C,934733
-77.0190482695236,38.883988451029,6D,934734
-77.0191546616678,38.8839856680529,6D,934735
-77.0193933823293,38.8839940154621,6D,934736
-77.0363686576467,38.9274742665449,1A,934737
-77.0363686564059,38.9274492234278,1A,934738
-77.0382220643025,38.925402239477,1C,934740
-77.0250128549248,38.9422490095586,4C,934746
-77.0699043192034,38.9552999159323,3F,934749
-77.070100123275,38.9556357260608,3F,934750
-77.0379457982506,38.9254272825547,1C,934751
-77.0396329099821,38.9260991845307,1C,934752
-77.0396945978662,38.9260595360018,1C,934753
-77.0239521674118,38.9332332499065,1A,934755
-77.03826230308,38.9253855429017,1C,934756
-77.0218750917009,38.9147919935969,1B,934760
-77.0449456940274,38.911639360059,2B,934762
-77.0449456875326,38.9115558707434,2B,934763
-76.9976637085257,38.924306731801,5E,934764
-76.9976851699449,38.9243025613754,5E,934765
-76.9977066202319,38.9242858693805,5E,934766
-76.9978514651829,38.9242357858695,5E,934767
-77.0284152338217,38.9140519654872,2F,934768
-77.0449456863062,38.9114807411664,2B,934769
-76.9975456873267,38.9243484649317,5E,934770
-76.9975832477615,38.924340115001,5E,934771
-76.9976100602432,38.9243317738474,5E,934772
-76.9977388063827,38.9242858609988,5E,934773
-76.997781729327,38.9242733492637,5E,934774
-76.9978031795828,38.9242566482426,5E,934775
-77.0366335249898,38.9121152089047,2B,934776
-77.0372665272429,38.9111822849796,2B,934777
-77.0283857281875,38.9140540535853,2F,934778
-77.0283615957491,38.9140561403718,2F,934779
-77.0218824443676,38.914854609166,1B,934780
-77.0240288038316,38.9078633086207,2F,934781
-77.0219827044156,38.9113433649404,6E,934782
-77.0371994693872,38.9111614160024,2B,934784
-77.0218580930234,38.913918296179,6E,934785
-77.0218403879549,38.9147651822718,1B,934786
-77.0240310351272,38.9079156556707,2F,934787
-77.0240312784245,38.9078165007361,2F,934788
-77.0331736017181,38.90423110974,2F,934789
-77.0274149504162,38.9419666644912,4C,934795
-76.9908939941486,38.9284594777818,5B,934797
-76.9889466672362,38.8819688014182,6B,934800
-77.0101582969577,38.9104146278637,5E,934804
-77.0318895312858,38.9151232501643,1B,934807
-76.9950692857411,38.8825148943971,6B,934809
-77.0216964338669,38.8951884107127,2C,934811
-77.0754164748512,38.9526041247506,3E,934812
-76.9998808908796,38.9004647688452,6C,934825
-77.0298194639884,38.9344395624663,1A,934827
-77.023752176352,38.9178307236505,1B,934829
-77.0359082546078,38.9275258824344,1A,934830
-77.012213703239,38.9149800017243,5E,934833
-77.0399080596854,38.910352861152,2B,934835
-77.0089022025735,38.8998351956134,6C,934838
-77.0068855752255,38.9026508042208,6C,934840
-77.0062039229076,38.9026578148867,6C,934841
-77.0007038013086,38.9039032475388,6C,934843
-77.019326173903,38.883984423664,6D,934846
-77.0277702465742,38.917171409768,1B,934850
-77.0182690652547,38.8997709575487,2C,934852
-77.0323250105461,38.9125573936099,2F,934853
-77.0319953378647,38.9162315527533,2B,934855
-77.0320959323216,38.918946375201,1B,934857
-77.0322239539514,38.9086659792504,2F,934858
-77.0320920522571,38.9188059003701,1B,934861
-77.0326773932926,38.9321768128037,1A,934862
-77.0218210627232,38.9108085609393,6E,934863
-77.011664397764,38.893560914,6C,934864
-77.0244703112502,38.9419650479691,4C,934867
-77.0368393794528,38.902708319888,2B,934868
-77.0361922850721,38.9141976781528,2B,934869
-76.9819615312077,38.8705574352821,8A,934871
-77.0282986678986,38.9170337527675,1B,934872
-77.0324162031014,38.9125573953694,2F,934873
-77.0335377779867,38.9156121394996,2B,934874
-77.0026691971464,38.9038009202639,6C,934878
-76.9835503307559,38.8974335674065,6A,934879
-76.979326939411,38.9330548726516,5B,934880
-77.0014109664059,38.8974226815541,6C,934881
-77.0088020332518,38.925980304255,5E,934882
-76.9909862581109,38.93328337146,5B,934883
-77.0186742990734,38.8855773022224,6D,934884
-77.0385498664797,38.9313257560102,1D,934885
-77.0328371325168,38.9348598917503,1A,934886
-77.0340417768702,38.9264636759083,1A,934887
-77.0325467853857,38.933810937966,1A,934888
-77.0326128023526,38.9355721689631,1A,934889
-77.038681484711,38.9324536698227,1D,934890
-77.0319483102729,38.9305054866299,1A,934892
-77.0318678465749,38.9305378574412,1A,934893
-77.0319054837189,38.9305222087453,1A,934894
-77.0228658638644,38.9250972048276,1B,934896
-77.025370809856,38.9240988632254,1B,934897
-77.0378727760503,38.9241252256175,1C,934898
-77.0377224592209,38.9237186926468,1C,934899
-77.0378330543418,38.9234851611814,1C,934900
-77.0325970689536,38.9276739497306,1A,934901
-77.0324369689939,38.9267284183773,1A,934902
-77.0313409401674,38.9237340098305,1B,934903
-77.0321927803672,38.9216217677939,1B,934904
-77.0592458775091,38.905050934898,2E,934905
-77.0581086198393,38.905134427986,2E,934906
-77.0602114714651,38.9028300526722,2E,934907
-77.0322376458331,38.9246220494047,1B,934908
-77.0328749336363,38.9235892930412,1B,934909
-77.0318658793555,38.9210268394613,1B,934910
-77.031643635892,38.9208301399902,1B,934911
-77.0591385908169,38.9050676276858,2E,934912
-77.057464890864,38.9053848903552,2E,934913
-77.0601256438322,38.9049674464304,2E,934914
-77.0612199821674,38.9050008395989,2E,934915
-77.0649965313371,38.9049674415032,2E,934916
-77.0651467367943,38.9052513101771,2E,934917
-77.0678718647923,38.9052346157515,2E,934918
-77.0685799700715,38.9051177242085,2E,934919
-77.0662088983132,38.913599847545,2E,934920
-77.0601471046767,38.9045499882343,2E,934921
-77.05900984817,38.9054182889013,2E,934922
-77.060104179457,38.9038486558043,2E,934923
-77.0611770722791,38.9048004622251,2E,934924
-77.0628507642117,38.9041158306373,2E,934925
-77.0616705982887,38.9026463678093,2E,934926
-77.0612199789371,38.902028514314,2E,934927
-77.0597394023444,38.9012269692819,2E,934928
-77.0660050435067,38.904433104012,2E,934929
-77.066241081069,38.9051845194479,2E,934930
-77.0677726208573,38.9046501752744,2E,934931
-77.0662625377144,38.913599844163,2E,934932
-77.0617349712089,38.9026296683472,2E,934933
-77.0650823691846,38.9039488460008,2E,934934
-77.0678289454515,38.9036983737396,2E,934935
-77.0661981586745,38.9047002726472,2E,934936
-77.0651695337063,38.9059244466803,2E,934937
-77.0673997922925,38.905217917309,2E,934938
-77.0630277933604,38.9061029061254,2E,934939
-77.0641382227338,38.9093422179181,2E,934940
-77.0630653439116,38.9061029038782,2E,934941
-77.0633657481588,38.9083737735722,2E,934942
-77.0410709226897,38.9119458268518,2B,934943
-77.0424780844154,38.9107488446517,2B,934944
-77.0515750392535,38.8986607193468,2A,934945
-77.0285224633523,38.9170407338595,1B,934947
-77.0327361082577,38.9290837480359,1A,934948
-77.0553623465424,38.8998299379344,2A,934950
-77.0554430398895,38.8998694914167,2A,934951
-77.0218680792806,38.9152372679506,1B,934952
-77.0218636236129,38.9150334551866,1B,934953
-77.0295371058119,38.9084650556086,2F,934954
-77.0335563797717,38.9015764360286,2F,934955
-77.0481396607132,38.8982763483253,2A,934956
-77.0293899062069,38.902669362453,2F,934957
-77.0454084068784,38.9038149707416,2A,934959
-77.0270962973217,38.9206347482881,1B,934960
-77.0365100566595,38.9140905061841,2B,934964
-77.0853267913326,38.9601955882457,3E,934965
-77.049474625323,38.9052031734361,2A,934966
-77.0282362213918,38.9046115330128,2F,934967
-76.9737094155036,38.9151247171441,5C,934968
-76.985515362201,38.9146093379895,5D,934969
-77.028566095106,38.901262695572,2C,934972
-77.045928403518,38.9142011660912,2B,934974
-77.0162945653044,38.9718165458848,4B,934975
-77.0246012076573,38.9376792794893,4C,934976
-77.0380063941953,38.9309109842508,1D,934978
-77.0136828337905,38.9541163655443,4D,934979
-77.0449624526181,38.9143546835423,2B,934982
-77.0037379342025,38.8972977202487,6C,934983
-77.0128666870701,38.8784548830844,6D,934984
-77.0418123207382,38.9201851095162,1C,934987
-77.0552004814252,38.8997430297864,2A,934988
-77.0188366091717,38.897985554134,2C,934989
-77.0188368088227,38.8981304356138,2C,934990
-77.0172795512208,38.8982706663291,2C,934991
-77.0172100378446,38.898270487416,2C,934992
-77.029224683724,38.8982378402834,2C,934993
-77.0290404075954,38.8982317695621,2C,934994
-77.0173079387094,38.8948738415373,2C,934995
-77.017204572346,38.8948719200094,2C,934996
-77.0196350554737,38.896069991953,2C,934997
-77.0197295451499,38.896063715216,2C,934998
-77.009109198258,38.8964634843885,6C,934999
-77.0091065994242,38.8964233973622,6C,935000
-77.0091090918142,38.8963521229749,6C,935001
-77.0091115538825,38.8963142426028,6C,935002
-77.0162320492585,38.8984960166599,2C,935003
-77.0162329652028,38.8985190238913,2C,935004
-77.0162350573559,38.8985942434295,2C,935005
-77.0162343016635,38.8985662365349,2C,935006
-77.0213058053908,38.9007497779972,2C,935007
-77.0159134403708,38.8992223507005,2C,935008
-77.0162220143966,38.8988771438568,2C,935009
-77.0157591632162,38.8990272324827,2C,935010
-77.0122952191806,38.8975609698448,6C,935011
-77.0122905285407,38.8975677896702,6C,935012
-77.0107459351653,38.8981386578727,6C,935013
-77.0108263303911,38.8981366145583,6C,935014
-77.0160897596416,38.8981378368028,2C,935015
-77.0161175988479,38.8981859376252,2C,935016
-77.0179219176221,38.8997701645407,2C,935017
-77.0179634305184,38.8997701581641,2C,935018
-77.0326403256257,38.9051462924457,2F,935019
-77.0327450683561,38.9050240287973,2F,935020
-77.0329265197736,38.9048663045969,2F,935021
-77.0331382062278,38.9042768011488,2F,935022
-77.0160147363237,38.8997304624825,2C,935023
-77.0160240359025,38.8997655757976,2C,935024
-77.0160238279768,38.8997637110955,2C,935025
-77.0122499515397,38.8970358499965,6C,935026
-77.0122459922497,38.8970050778362,6C,935027
-77.03996820465,38.9243731213491,1C,935029
-77.0400665737706,38.9243731146882,1C,935030
-77.0412432950747,38.9239234513088,1C,935031
-77.0412063362446,38.9238461098869,1C,935032
-77.0414886305401,38.9235707066686,1C,935034
-77.042050354267,38.9232181543497,1C,935038
-77.0420604292358,38.9232114485315,1C,935039
-77.0432649759986,38.9222042925332,1C,935040
-77.043519027192,38.9214015293702,1C,935041
-77.0434124754252,38.9215921581569,1C,935042
-77.0115482216753,38.8962329517944,6C,935043
-77.011525461639,38.8962046047134,6C,935044
-77.0413753474427,38.9237224740059,1C,935045
-77.0421899426303,38.9231302368523,1C,935047
-77.0432785836135,38.9221854691037,1C,935048
-77.0433789009422,38.9219808078044,1C,935049
-77.043418731274,38.9218855660054,1C,935050
-77.0434667320275,38.9218002843602,1C,935051
-77.0433954687719,38.9216722034483,1C,935052
-77.0433820298211,38.921702683604,1C,935053
-77.0433624161743,38.9217435436406,1C,935054
-77.0108878147438,38.8949293423031,6C,935055
-77.0108969264006,38.8948868129454,6C,935056
-77.0161052981231,38.8957332947534,2C,935057
-77.0135987500333,38.8949093838485,6C,935058
-77.013605554316,38.8949862424562,6C,935059
-77.0136090687136,38.8958848897863,6C,935060
-77.016116001127,38.8970840887819,2C,935062
-77.0161150881959,38.8971251940778,2C,935063
-77.0161072187732,38.8956115193782,2C,935064
-77.0162490496034,38.8936738445948,2C,935065
-77.0163433190263,38.8936747232706,2C,935066
-77.0193882608467,38.8983985874171,2C,935067
-77.0192276494123,38.8984256931048,2C,935068
-77.017311644424,38.9005009336867,2C,935069
-77.0174858023795,38.9005491204869,2C,935070
-77.0371331129089,38.9306464206679,1D,935072
-77.0417653447917,38.9172569504545,1C,935074
-77.041739518254,38.9183257172111,1C,935075
-77.0422708907247,38.9215247710224,1C,935077
-77.0423896691941,38.9214508867471,1C,935078
-77.0220347046838,38.9136565257423,6E,935079
-77.0412983748856,38.923549748637,1C,935080
-77.041208438842,38.923613162943,1C,935081
-77.0410377360235,38.9236428964285,1C,935082
-77.0411337468081,38.9236545644829,1C,935083
-77.0407323043387,38.9239349089575,1C,935084
-77.0407577917264,38.9239173969015,1C,935085
-77.0399401043579,38.9244411798132,1C,935086
-77.0417611712446,38.9190302780372,1C,935087
-77.0417327888281,38.9194964241949,1C,935088
-77.0424343209367,38.9216272085198,1C,935089
-77.0424240588694,38.9215709732681,1C,935090
-77.0418915383141,38.9204146223472,1C,935091
-77.0418508818137,38.9203027895173,1C,935092
-77.0417600397834,38.9200321577902,1C,935093
-77.0416780566042,38.9198242297961,1C,935094
-77.0218586811802,38.9133919839059,6E,935095
-77.0216600325694,38.9101154258962,6E,935096
-77.0217998385881,38.9090438842839,6E,935097
-77.0409655370573,38.9237685608304,1C,935098
-77.0434944849567,38.9217371346799,1C,935099
-77.0399080405605,38.9244538744834,1C,935100
-77.0398359884135,38.9244964543752,1C,935101
-77.0398647326702,38.9244867786447,1C,935102
-76.9948608125616,38.8819062876899,6B,935103
-77.0385547774104,38.9040212206367,2B,935104
-77.0019906509385,38.9002632799436,6C,935105
-77.0219607461082,38.9011046941531,2C,935106
-77.031652620151,38.9286004892778,1A,935108
-77.0076603842873,38.9111745279554,5E,935110
-77.0238729648726,38.9098755348562,6E,935111
-77.0320230397082,38.9316236856396,1A,935113
-77.0321867820117,38.9257052687897,1B,935114
-77.0326890375298,38.9298527197439,1A,935115
-77.0058408178574,38.8812707486656,6B,935116
-77.0148550799577,38.9056844003691,6E,935118
-77.0320659610547,38.9316111703388,1A,935123
-77.0297234418764,38.9267402473213,1A,935124
-77.0327850807271,38.9296186929355,1A,935125
-77.032788283139,38.9297108380585,1A,935126
-77.0321901454909,38.9304223366213,1A,935129
-77.03214991304,38.9304369411591,1A,935130
-77.0070905415319,38.8763200174917,6D,935133
-77.0073986839788,38.876690513759,6D,935135
-77.0074673039234,38.8768339681138,6D,935136
-77.0335052296604,38.9287240533243,1A,935137
-77.0334818636376,38.929115966682,1A,935138
-77.0322247551522,38.9284292650364,1A,935139
-77.0330217007625,38.9276964774187,1A,935140
-77.0347332851721,38.9275961240701,1A,935141
-77.0372513617402,38.928680697297,1D,935142
-77.0371745839876,38.9286293923738,1D,935143
-77.0375364631279,38.9290497397273,1D,935144
-77.0373300697583,38.9284976592788,1D,935145
-77.0326336843841,38.9309479475939,1A,935146
-77.0328032071588,38.9320428330314,1A,935147
-77.0375723571694,38.929122380237,1D,935148
-77.0375576113369,38.9290876128889,1D,935149
-77.0377208422091,38.9294472892664,1D,935150
-77.0326850406837,38.9321029695678,1A,935151
-77.0380674826574,38.9303439813137,1D,935152
-77.0333731487583,38.9289065995442,1A,935153
-77.0356231331585,38.9288881349289,1A,935154
-77.0347599674784,38.9290067821046,1A,935155
-77.0327321927159,38.9290457971108,1A,935156
-77.0327828190925,38.9296412323663,1A,935157
-77.0340455494123,38.9275535459618,1A,935158
-77.0327876838523,38.929887329067,1A,935159
-77.0327903589621,38.9299864377579,1A,935160
-77.0327890211496,38.9299614040362,1A,935161
-77.0327903579851,38.9300093909352,1A,935162
-77.0371511311023,38.9286608928965,1D,935164
-77.037363026537,38.9285781110064,1D,935165
-77.0373165608695,38.9284680262402,1D,935166
-77.0373439907896,38.9285434891324,1D,935167
-77.0384067368,38.9313007960681,1D,935168
-77.032786335947,38.9298654212318,1A,935169
-77.0326800356223,38.9298141396633,1A,935170
-77.0515821803107,38.9064795741949,2A,935171
-77.0455321577732,38.9135503966337,2B,935173
-77.0330427364084,38.9288164571602,1A,935176
-77.0330950369362,38.9288143704488,1A,935177
-77.0328435339777,38.9288263774168,1A,935178
-77.0328784074117,38.9288222057701,1A,935179
-77.0325886931544,38.9339501676526,1A,935180
-77.0326265194048,38.9345205899347,1A,935181
-77.0414648187005,38.933211890522,1D,935182
-77.0384682907389,38.9318369593709,1D,935183
-77.0378231654318,38.9301918111762,1D,935185
-77.0326255091217,38.932514494688,1A,935186
-77.0326377295416,38.9325286793594,1A,935187
-77.037990916221,38.9299794488843,1D,935188
-77.0379589175087,38.9299897467737,1D,935189
-77.0384046224862,38.9312296401277,1D,935190
-77.0385277326581,38.9313016480653,1D,935192
-77.0328458320592,38.9342656295423,1A,935193
-77.0383967460043,38.9324731225694,1D,935196
-77.0326748521855,38.9365223652306,1A,935197
-77.0385814608486,38.9321444837202,1D,935198
-77.0326482009691,38.9330555272393,1A,935199
-77.0385074834571,38.9312435061025,1D,935201
-77.0331483129719,38.9024819014811,2F,935202
-77.0361127825684,38.9055908327681,2B,935203
-77.0363148826443,38.9062376057862,2B,935204
-77.0238926176034,38.8970217613205,2C,935205
-77.0255197053304,38.897303270908,2C,935206
-77.0271803608636,38.8981228196063,2C,935207
-77.0281399019074,38.8987209368912,2C,935208
-77.0263668263645,38.8982486186927,2C,935209
-77.0238658881069,38.9070578154937,2F,935210
-77.0238894944942,38.9067998746017,2F,935211
-77.0316256142639,38.8975120145888,2C,935212
-77.0345082114061,38.904000064226,2F,935213
-77.0322423925488,38.8984195467611,2C,935214
-77.0346891088842,38.9035226939608,2B,935215
