X,Y,NAME,ADDRESS,FACUSE,LEVEL_,STATUS,PHONE,TOTAL_STUD,SSL,GIS_ID,WEB_URL,BLDG_NUM,SCH_PROG,CAPITALGAINS,CAPACITY,YEAR_BUILT,SQUARE_FOOTAGE,POPULATION_PLAN,LONGITUDE,LATITUDE,SCHOOL_YEA,LEA_NAME,LEA_ID,SCHOOL_NAM,SCHOOL_ID,GRADES,MAR_ID,XCOORD,YCOORD,ZIPCODE,PK3,PK4,UN_CE,FACILITY_ID,GLOBALID,CREATOR,CREATED,EDITOR,EDITED,OBJECTID
-77.0001972654854,38.8359879771748,Simon Elementary School,401 MISSISSIPPI AVENUE SE,Elementary School,ES,Active,202-645-3360,252, ,dcps_315,http://profiles.dcps.dc.gov/Simon+Elementary+School,315,315,N,549,1950,66200,325,-77.000195,38.83598054,2023-2024,District of Columbia Public Schools,1,Simon Elementary School,315,PK3-5th,294481,399983.07,129798.63,20032,,,,DGS_0568.0,{767ECD06-E281-46FC-8A91-3F542322D42F},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,653
-76.9384708912366,38.893561490088,Smothers Elementary School,4400 BROOKS STREET NE,Elementary School,ES,Active,202-939-3600,242, ,dcps_322,http://www.myschooldc.org/schools/profile/104/,322,322,N,332,1923,43000,325,-76.93846864,38.89355404,2023-2024,District of Columbia Public Schools,1,Smothers Elementary School,322,PK3-5th,294596,405337.95,136191.51,20019,,,,DGS_0612.0,{5B7FCC9E-9099-4B14-A671-95F677D9763F},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,654
-76.9531611016469,38.8839018623165,Sousa Middle School,3650 ELY PLACE SE,Middle School,MS,Active,202-729-3260,348, ,dcps_427,http://www.sousamiddleschool.org/,427,427,N,,,,,-76.95315884,38.88389441,2023-2024,District of Columbia Public Schools,1,Sousa Middle School,427,6th-8th,294584,404064.1,135118.46,20019,,,,DGS_0536.0,{7AA2C217-1221-4F01-8F8F-3E3EB9E8D539},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,655
-76.9684924865091,38.859279554949,Stanton Elementary School,2701 NAYLOR ROAD SE,Elementary School,ES,Active,202-671-6180,355, ,dcps_319,http://profiles.dcps.dc.gov/Stanton+Elementary+School,319,319,N,547,1944,83800,400,-76.96849023,38.85927211,2023-2024,District of Columbia Public Schools,1,Stanton Elementary School,319,PK3-5th,294547,402734.84,132384.63,20020,,,,DGS_0443.0,{F5E25DB6-974D-43A3-A1D3-1373AFBE60E1},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,656
-77.0468343051292,38.903170049127,Stevens Early Learning Center,1050 21ST STREET NW,Specialized School,AC,Active,202-698-0677,,,dcps_983,https://profiles.dcps.dc.gov/Thaddeus+Stevens+Early+Learning+Center,,,,,,,,-77.046832,38.903163,2023-2024,District of Columbia Public Schools,1,Stevens Early Learning Center,0,PK3-PK4,294506,395937.79,137257.38,20036,,,,,{A4F01AF0-2E75-4BD3-A730-186376408ED9},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1281
-77.0790760942629,38.9230521025976,Stoddert Elementary School,4001 CALVERT STREET NW,Elementary School,ES,Active,202-671-6030,347, ,dcps_321,http://www.stoddert.org,321,321,N,213,1932,17400,325,-77.0790738,38.92304465,2023-2024,District of Columbia Public Schools,1,Stoddert Elementary School,321,PK4-5th,224730,393143.05,139466.38,20007,,,,DGS_0578.0,{F36BD540-9FB4-4C0F-A6DA-5778984DB618},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1282
-77.0000066522715,38.8963051573376,Stuart-Hobson Middle School,410 E STREET NE,Middle School,MS,Active,202-671-6010,403, ,dcps_428,http://www.capitolhillclusterschool.org/our-schools/stuart-hobson-middle-school,428,428,Y,460,1927,105900,450,-77.00000438,38.8962977,2023-2024,District of Columbia Public Schools,1,Stuart-Hobson Middle School,428,6th-8th,294483,399999.62,136494.28,20002,,,,DGS_0576.0,{6958A16B-DF37-46D1-BCFD-5B1845C7CA38},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1283
-77.0227972114971,38.9750503430188,Takoma Elementary School,7010 PINEY BRANCH ROAD NW,Elementary School,ES,Active,202-671-6050,306, ,dcps_3241,http://www.takomaec.us/,324,3241,Y,467,1976,119000,450,-77.02279493,38.97504287,2023-2024,District of Columbia Public Schools,1,Takoma Elementary School,324,PK3-5th,250934,398024.76,145235.93,20012,,,,DGS_0723.0,{833E1CDF-0DF4-496F-9DA2-D103079CE848},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1284
-76.9521131682574,38.9012864269031,Thomas Elementary School,650 ANACOSTIA AVENUE NE,Elementary School,ES,Active,202-724-4593,235, ,dcps_325,http://www.nevalthomas.org/,325,325,N,636,1946,87600,325,-76.95211091,38.90127897,2023-2024,District of Columbia Public Schools,1,Thomas Elementary School,325,PK3-5th,294493,404154.01,137048.33,20019,,,,DGS_0719.0,{4635474F-E6C1-439D-B1EC-E1128FF24C33},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1285
-77.0284323136688,38.9035037912,Thomson Elementary School,1200 L STREET NW,Elementary School,ES,Active,202-898-4660,327, ,dcps_326,http://www.thomsondcps.org/,326,326,N,,,,,-77.02843003,38.90349634,2023-2024,District of Columbia Public Schools,1,Thomson Elementary School,326,PK3-5th,240922,397533.99,137293.77,20005,,,,DGS_0241.0,{205B5DC4-5374-453C-BDAD-D2D9FB7329F0},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1286
-77.0250738590133,38.9539761553136,Truesdell Elementary School,800 INGRAHAM STREET NW,Elementary School,ES,Active,202-576-6202,423, ,dcps_327,http://profiles.dcps.dc.gov/Truesdell+Education+Campus,327,327,N,471,1908,69600,450,-77.02507158,38.95396869,2023-2024,District of Columbia Public Schools,1,Truesdell Elementary School,327,PK3-5th,294497,397826.84,142896.55,20011,,,,DGS_0738.0,{B49CB1D3-2EC0-4532-ACF4-9C3383A7B6DD},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1287
-77.0294455807921,38.9292060284833,Tubman Elementary School,3101 13TH STREET NW,Elementary School,ES,Active,202-673-7285,489, ,dcps_328,http://profiles.dcps.dc.gov/tubman,328,328,N,607,1970,66600,450,-77.0294433,38.92919857,2023-2024,District of Columbia Public Schools,1,Tubman Elementary School,328,PK3-5th,294555,397447.02,140146.96,20010,,,,DGS_0471.0,{21F758CD-F2F8-4E03-A7AF-B703E51A10A8},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1288
-76.9803121874691,38.8476427196735,Turner Elementary School,3264 STANTON ROAD SE,Elementary School,ES,Active,202-645-3470,305, ,dcps_329,http://www.myschooldc.org/schools/profile/116/,329,329,N,,1965,77700,,-76.98031323,38.84763644,2023-2024,District of Columbia Public Schools,1,Turner Elementary School,329,PK3-5th,294561,401708.96,131092.7,20032,,,,DGS_0499.0,{2CD71C16-5AF1-45E1-A607-20AC4E8C03C6},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1289
-76.9920439309801,38.8810918074256,Tyler Elementary School,1001 G STREET SE,Elementary School,ES,Active,202-939-4810,402, ,dcps_330,http://www.tylerelementary.net,330,330,N,452,1949,69600,400,-76.99204166,38.88108436,2023-2024,District of Columbia Public Schools,1,Tyler Elementary School,330,PK3-5th,294505,400690.52,134805.51,20003,,,,DGS_0726.0,{E9965140-636E-4052-8C9A-802D9516D369},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1290
-76.9992457367057,38.876803557988,Van Ness Elementary School,1150 5TH STREET SE,Elementary School,ES,Active,202-698-3818,,,dcps_972,http://vannesselementary.org/,331,,,,,,,-76.999244,38.87679645,2023-2024,District of Columbia Public Schools,1,Van Ness Elementary School,331,PK3-5th,294508,400065.6,134329.49,20003,,,,DGS_0770.0,{ACECC417-3BA7-4A26-BFFC-615BFA917C0A},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1291
-77.0139181418983,38.9041995429169,Walker-Jones Education Campus,1125 NEW JERSEY AVENUE NW,Education Campus,EC,Active,202-939-5934,418, ,dcps_332,http://walkerjoneseducampus.org/,332,332,N,,,,,-77.01391569,38.90419198,2023-2024,District of Columbia Public Schools,1,Walker-Jones Education Campus,332,PK3-8th,307735,398792.97,137370.7,20001,,,,DGS_0195.0,{09C15EA8-2791-41F8-9A6F-D4506FE30B45},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1292
-76.9899990371998,38.8834744591012,Watkins Elementary School,420 12TH STREET SE,Elementary School,ES,Active,202-698-3355,521, ,dcps_333,http://www.capitolhillclusterschool.org/our-schools/watkins-elementary,333,333,N,578,1962,69300,550,-76.98999677,38.88346701,2023-2024,District of Columbia Public Schools,1,Watkins Elementary School,333,1st-5th,294486,400867.92,135070.02,20003,,,,DGS_0586.0,{AA98EEE9-0968-45CD-A1B2-FA6AB48BCC74},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1293
-76.9885030395345,38.9041251995314,Wheatley Education Campus,1299 NEAL STREET NE,Education Campus,EC,Active,202-939-5970,475, ,dcps_335,http://profiles.dcps.dc.gov/Wheatley+Education+Campus,335,335,N,625,1960,103700,400,-76.98850077,38.90411774,2023-2024,District of Columbia Public Schools,1,Wheatley Education Campus,335,PK3-8th,294512,400997.43,137362.43,20002,,,,DGS_0262.0,{36F03B9D-69C5-4B3B-B6C1-245B4B746F0D},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1294
-77.0192408841983,38.9658647394466,Whittier Elementary School,6201 5TH STREET NW,Elementary School,ES,Active,202-576-6156,346, ,dcps_338,http://www.whittierdc.org/,338,338,Y,517,1926,66600,600,-77.0192386,38.96585727,2023-2024,District of Columbia Public Schools,1,Whittier Elementary School,338,PK3-5th,294614,398332.71,144216.17,20011,,,,DGS_0706.0,{B71509D7-BE04-4909-BDCE-076BC9F542C8},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1295
-76.9223243859153,38.8967906132912,Woodson High School,540 55TH STREET NE,High School,HS,Active,202-724-4632,810, ,dcps_426,http://www.hdwoodsonwarriors.org/,464,464,N,1085,1967,156000,450,-76.92232826,38.89678662,2023-2024,District of Columbia Public Schools,1,Woodson High School,464,9th-12th,309633,406737.85,136551.42,20016,,,,DGS_0681.0,{D0CFB5C8-DE70-42B1-B4E3-310F8628E4B4},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1296
-76.988588107557,38.9121470509132,Youth Services Center,1000 MOUNT OLIVET ROAD NE,Youth Engagement,YE,Active,202-576-8388,67, ,dcps_948,http://profiles.dcps.dc.gov/Youth+Services+Center,861, ,N,90,2004,,,-76.98858584,38.91213959,2023-2024,District of Columbia Public Schools,1,Youth Services Center,861,Alternative,290013,400989.94,138252.92,20002,,,,N/A,{4CD7B010-CA89-44ED-94FC-D0477BC6522F},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1297
-77.0181275757119,38.8795228506534,Amidon-Bowen Elementary School,401 I STREET SW,Elementary School,ES,Active,202-724-4867,254, ,dcps_203,http://profiles.dcps.dc.gov/Amidon-Bowen+Elementary+School,203,203,N,438,1960,70800,400,-77.0181253,38.8795154,2023-2024,District of Columbia Public Schools,1,Amidon-Bowen Elementary School,203,PK3-5th,294482,398427.29,134631.47,20024,,,,DGS_0566.0,{B426097E-E020-40A5-90F7-66DA80F22B8C},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1298
-76.9830795189813,38.870091507624,Anacostia High School,1601 16TH STREET SE,High School,HS,Active,202-698-2155,784, ,dcps_450,http://profiles.dcps.dc.gov/anacostia,450,450,N,1040,1935,247900,1100,-76.98307725,38.87008406,2023-2024,District of Columbia Public Schools,1,Anacostia High School,450,9th-12th,155922,401468.56,133584.5,20020,,,,DGS_0324.0,{7A99F134-5ABB-4DCA-BCCD-A4B72E6680AB},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1299
-77.04055575384,38.9343258251977,Bancroft Elementary School,1755 NEWTON STREET NW,Elementary School,ES,Active,202-673-7280,463,,dcps_204,http://www.bancroftelementary.org,204,,,,,,,-77.040553,38.934318,2023-2024,District of Columbia Public Schools,1,Bancroft Elementary School,204,PK3-5th,294528,396483.93,140715.67,20010,,,,DGS_0343.0,{9B4D11E8-F011-4D4F-9029-951641815323},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1300
-76.9861487068918,38.8449864816858,Bard High School Early College DC,1351 ALABAMA AVENUE SE,High School/Specialized,HS,Active,202-898-4664,,,dcps_982,https://www.myschooldc.org/schools/profile/415,,,N,,,,,-76.986147,38.844979,2023-2024,District of Columbia Public Schools,1,Bard High School Early College DC,1058,9th-12th,289201,401202.63,130797.63,20032,,,,,{B3C99C04-2A73-44B5-B233-858168B25A73},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1301
-77.0177793604952,38.9482384107505,Barnard Elementary School,430 DECATUR STREET NW,Elementary School,ES,Active,202-576-1100,482, ,dcps_205,http://www.myschooldc.org/schools/profile/7/,205,205,N,387,2003,,,-77.01777708,38.94823095,2023-2024,District of Columbia Public Schools,1,Barnard Elementary School,205,PK3-5th,248305,398458.99,142259.46,20011,,,,DGS_0605.0,{8233B4CD-DD8C-4EF0-B33A-6AB8967817AA},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1302
-76.9556070060376,38.8643572874249,Beers Elementary School,3600 ALABAMA AVENUE SE,Elementary School,ES,Active,202-939-4800,386, ,dcps_206,http://profiles.dcps.dc.gov/Beers+Elementary+School,206,206,N,448,1942,77500,400,-76.95560475,38.86434984,2023-2024,District of Columbia Public Schools,1,Beers Elementary School,206,PK3-5th,278406,403852.94,132948.76,20020,,,,DGS_0535.0,{7F0BAE11-7615-4905-AADA-751C1B0627B5},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1303
-77.0251232171534,38.9121560139032,Benjamin Banneker High School,1600 9TH STREET NW,High School/Specialized,HS,Active,202-671-6320,413, ,dcps_402,http://www.benjaminbanneker.org/,402,402,N,620,1939,180000,500,-77.025121,38.912148,2023-2024,District of Columbia Public Schools,1,Benjamin Banneker High School,402,9th-12th,334680,397821.28,138254.13,20001,,,,DGS_0737.0,{0CF5EF91-F643-4B73-B88E-1307226DE682},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1304
-76.9738988810139,38.8725720828516,Boone Elementary School,2200 MINNESOTA AVENUE SE,Elementary School,ES,Active,202-671-6240,308, ,dcps_291,http://www.orrelementary.org/,291,291,N,,,,,-76.97389661,38.8725643,2023-2024,District of Columbia Public Schools,1,Boone Elementary School,291,PK3-5th,294539,402265.18,133860.05,20020,,,,DGS_0182.0,{993F5321-7858-42AE-8E3D-EF50C4D1F51A},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/24 14:49:38+00,1305
-77.0014621213977,38.8848086594862,Brent Elementary School,301 NORTH CAROLINA AVENUE SE,Elementary School,ES,Active,202-698-3363,347, ,dcps_212,http://brentelementary.org/,212,212,N,276,1968,47500,325,-77.00145985,38.88480121,2023-2024,District of Columbia Public Schools,1,Brent Elementary School,212,PK3-5th,294479,399873.34,135218.08,20003,,,,DGS_0504.0,{0309A64E-FD91-4DA7-9266-5D11ECB8DC0A},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1306
-77.0306911314805,38.9605431911924,Brightwood Elementary School,1300 NICHOLSON STREET NW,Elementary School,ES,Active,202-722-5670,549, ,dcps_213,http://www.brightwoodec.org/,213,213,Y,,,,,-77.03068885,38.96053573,2023-2024,District of Columbia Public Schools,1,Brightwood Elementary School,213,PK3-5th,294515,397340.19,143625.7,20011,,,,DGS_0270.0,{279BB546-EC94-4CBB-A4FE-29C4CEED2F1C},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1307
-76.9910617741642,38.9384831305545,Brookland Middle School,1150 MICHIGAN AVENUE NE,Middle School,MS,Active,202-576-6095,, ,dcps_975,https://brooklandms.wordpress.com/,975,975,N,,,,,-76.991059,38.938476,2023-2024,District of Columbia Public Schools,1,Brookland Middle School,347,6th-8th,294507,400775.13,141176.41,20017,,,,DGS_0235.0,{9C7BE329-5F41-4DF7-85A9-398FA8BDF017},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1308
-76.97066932127,38.902606337899,Browne Education Campus,850 26TH STREET NE,Education Campus,EC,Active,202-671-6210,384, ,dcps_404,http://profiles.dcps.dc.gov/Browne+Education+Campus,404,404,Y,835,1932,215400,750,-76.97066706,38.90259888,2023-2024,District of Columbia Public Schools,1,Browne Education Campus,404,PK3-8th,294501,402544.36,137194.17,20002,,,,DGS_0422.0,{8E885C69-928A-44A1-B70F-A351810251B8},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1309
-77.0211879471977,38.9344215557015,Bruce-Monroe Elementary School @ Park View,3560 WARDER STREET NW,Elementary School,ES,Active,202-576-6222,459, ,dcps_296,http://www.bmpv.org/,296,296,N,,1916,82200,,-77.02118567,38.9344141,2023-2024,District of Columbia Public Schools,1,Bruce-Monroe Elementary School @ Park View,296,PK3-5th,294583,398163.16,140725.73,20010,,,,DGS_0533.0,{A367E88B-71A3-47D4-BFB1-F60D3D04736C},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1310
-77.0861689053937,38.9077698905702,MacArthur High School,4530 MACARTHUR BOULEVARD NW,High School,HS,Active,202-299-5506,,1356 0032,dcps_985,,,,Y,,,,,-77.086167,38.907762,2023-2024,District of Columbia Public Schools,0,MacArthur High School,0,9th-12th,275307,392526.38,137770.49,20007,,,,,{A592F9CA-539C-498C-845C-F0AB6D1D0885},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1311
-76.9849976287947,38.942020057392,Bunker Hill Elementary School,1401 MICHIGAN AVENUE NE,Elementary School,ES,Active,202-576-6095,304, ,dcps_346,http://profiles.dcps.dc.gov/Bunker+Hill+Elementary+School,219,346,N,,,,,-76.98499564,38.94201247,2023-2024,District of Columbia Public Schools,1,Bunker Hill Elementary School,219,PK3-5th,286131,401300.77,141569.11,20017,,,,DGS_0301.0,{CDB15020-90EC-4B2C-88E4-5C3CC2989D0D},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1312
-76.9784586377381,38.9335101217273,Burroughs Elementary School,1820 MONROE STREET NE,Elementary School,ES,Active,202-576-6150,296, ,dcps_220,http://www.jbecstem.com/,220,220,Y,474,1980,63900,450,-76.97845637,38.93350266,2023-2024,District of Columbia Public Schools,1,Burroughs Elementary School,220,PK3-5th,294530,401867.9,140624.56,20018,,,,DGS_0356.0,{F8497BAC-823C-40F3-906C-5382D2F0B875},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1313
-76.9244614283229,38.9005732220478,Burrville Elementary School,801 DIVISION AVENUE NE,Elementary School,ES,Active,202-671-6020,368, ,dcps_221,http://www.burrvillees.org/,221,221,N,322,1980,95000,450,-76.92445918,38.90056577,2023-2024,District of Columbia Public Schools,1,Burrville Elementary School,221,PK3-5th,289787,406552.65,136970.78,20019,,,,DGS_0740.0,{0DD937CC-4E4D-4728-925F-94380BB7BAD6},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1314
-76.9261177474948,38.8836062845951,C.W. Harris Elementary School,301 53RD STREET SE,Elementary School,ES,Active,202-645-3188,224, ,dcps_247,http://cwharriselementary.org/,247,247,N,461,1964,56000,325,-76.9261155,38.88359883,2023-2024,District of Columbia Public Schools,1,C.W. Harris Elementary School,247,PK3-5th,289801,406410.5,135087.2,20019,,,,DGS_0455.0,{5A4647CC-EFDA-4C5C-A9D6-6CFC7D93E313},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1315
-77.0025649717603,38.8985377621774,Capitol Hill Montessori,215 G STREET NE,Elementary School/Specialized,ES,Active,202-698-4467,211, ,dcps_960,http://capitolhillmontessorischool.org/,360,0,N,,,,,-77.00256647,38.89853031,2023-2024,District of Columbia Public Schools,1,Capitol Hill Montessori,360,PK3-8th,286687,399777.37,136742.12,20002,,,,DGS_0457.0,{E95D4207-5F16-4155-80F9-EE9CFF4A3B03},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1316
-77.0284730757523,38.9221799883401,Cardozo Education Campus,1200 CLIFTON STREET NW,Middle School/High School,HS,Active,202-673-7385,477, ,dcps_454,http://www.cardozohs.com/,454,454,N,1565,1926,355400,1100,-77.02847069,38.92217286,2023-2024,District of Columbia Public Schools,1,Cardozo Education Campus,454,6th-12th,294513,397531.11,139367.02,20009,,,,DGS_0178.0,{8D41754A-752F-45AC-BB14-2F36A7C29C73},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1317
-77.0227094560451,38.9151527443805,Cleveland Elementary School,1825 8TH STREET NW,Elementary School,ES,Active,202-939-4380,301, ,dcps_224,http://clevelandesdc.org/,224,224,N,,1911,54427,276,-77.02270718,38.91514529,2023-2024,District of Columbia Public Schools,1,Cleveland Elementary School,224,PK3-5th,294531,398030.71,138586.76,20001,,,,DGS_0357.0,{17583BBA-B5BB-42D1-93B7-C802D5FD893F},JLAY,2023/08/03 17:37:06+00,JLAY,2023/08/03 17:37:06+00,1318
